,features,coefs,mae
2382,"('yr', 'holiday', 'atemp', 'leaflets', 'price reduction', 'weekday_0', 'weekday_1', 'weekday_5', 'weekday_6', 'season_1', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2')","[1010.65815405 -117.04328852  952.09760228    8.52673423   50.63996034
  -98.30496602  -60.73596077   40.63117439   -1.99047179 -437.60612646
  -75.41371895  205.72962156 1232.80882891  895.74974292]",627.9791406850364
2383,"('yr', 'workingday', 'atemp', 'leaflets', 'price reduction', 'weekday_1', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_2', 'season_3', 'weathersit_2', 'weathersit_3')","[1008.33298461  164.98379593  948.4735212    10.24317274   53.41730444
  -81.76896132    6.89639924   35.31134922  119.1078752  -654.05160965
 -206.78070265 -277.27956679 -317.73198653 -421.83718063]",627.9795638997335
2384,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'leaflets', 'price reduction', 'weekday_0', 'weekday_4', 'weekday_5', 'season_1', 'season_4', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1011.74826584  -25.31899308 -139.79963041  -24.41750618  919.80679357
    5.52674311   51.77840081  -95.81618584   37.65187714   61.81413458
 -432.03767774  243.08092239  216.63669606 -101.63337858 -348.70052254]",627.9808605350432
2385,"('yr', 'mnth', 'holiday', 'atemp', 'leaflets', 'weekday_0', 'weekday_4', 'weekday_5', 'season_2', 'season_3', 'season_4', 'weathersit_1', 'weathersit_3')","[1010.98866445   12.70894079 -134.99614425  952.82628781   11.73615428
  -80.12319184   32.48694074   56.22460676  422.72670151  332.70583394
  611.51587112  322.20650911 -310.85659217]",627.9812010462972
2386,"('yr', 'holiday', 'atemp', 'weekday_0', 'weekday_1', 'weekday_6', 'season_1', 'season_4', 'weathersit_2', 'weathersit_3')","[1010.32221243 -122.46311909  909.74378778 -109.65927646  -69.04736198
  -15.98442421 -430.74768129  223.6205323  -312.98772817 -427.95255095]",627.981524942482
2387,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'leaflets', 'price reduction', 'weekday_0', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_4', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1011.74311575  -25.32337829 -115.75856098   40.7276096   919.82700019
    5.51388722   51.7890432   -46.94254471   37.69841897   61.86019421
   49.40055811 -432.0280883   243.0865313   216.63757557 -101.63369926
 -348.70220882]",627.9820772665045
2388,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_2', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1010.07118511    9.68317477 -102.25465169   49.391326    950.90060049
   12.50753234  -54.94268929  -54.00652118   19.80608584   44.16692785
   39.26404627 -351.47784006   83.44630767    1.49867928  280.23469675
  217.19591148 -102.54602179 -347.68623397]",627.9824730441579
2389,"('yr', 'mnth', 'workingday', 'atemp', 'windspeed', 'leaflets', 'price reduction', 'weekday_1', 'weekday_3', 'weekday_6', 'season_1', 'season_2', 'season_4', 'weathersit_1', 'weathersit_2')","[1007.57593543  -20.30357726  178.17078536  902.26180599 -178.11195929
    5.64831775   58.30976206  -84.61659589   -2.32856394  120.170339
 -375.76739938   88.09635326  252.76744085 1174.65035724  834.03614287]",627.9829254072281
2390,"('yr', 'mnth', 'workingday', 'atemp', 'weekday_1', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1006.81462283    2.80238747  166.34990112  951.44127062  -82.29620554
    7.25202208   33.64994578  118.00224336 -439.69273651  -78.43785027
  201.45424812  217.60412803 -102.57830026 -348.81207274]",627.9830068734874
2391,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_2', 'season_4', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1010.07061485    9.68675682 -102.25483853   49.39089937  950.91411276
   12.50732296  -54.94242486  -54.00630119   19.80601349   44.16754109
   39.26444019 -353.01731674   81.92676494  278.75473743  217.19604025
 -102.54635391 -347.68564135]",627.9833700137425
2392,"('yr', 'workingday', 'atemp', 'leaflets', 'price reduction', 'weekday_1', 'weekday_2', 'weekday_3', 'weekday_4', 'weekday_6', 'season_1', 'season_4', 'weathersit_1', 'weathersit_2')","[1009.8032458   222.30570627  915.33049007    7.41375346   53.27082423
 -124.66619512  -85.11460492  -36.7306337   -41.48384008  109.972942
 -430.41808172  223.25656294 1236.2316024   901.92107912]",627.9854530752107
2393,"('yr', 'holiday', 'atemp', 'leaflets', 'price reduction', 'weekday_0', 'weekday_1', 'weekday_5', 'weekday_6', 'season_1', 'season_2', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2')","[1010.67203525 -117.02529697  951.88505747    8.54333854   50.63580003
  -98.3092556   -60.75206562   40.62255199   -1.99093902 -355.38691901
   81.22663919    3.63698319  284.45362258 1232.7801506   895.70985184]",627.9865592479687
2394,"('yr', 'mnth', 'workingday', 'atemp', 'windspeed', 'leaflets', 'price reduction', 'weekday_1', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_2', 'season_3', 'season_4', 'weathersit_2', 'weathersit_3')","[1006.66859097  -21.1991906   165.02011901  904.90973726 -177.28469866
    3.47526645   59.86830093  -74.11751414    9.5285525    38.69474725
  122.65390834 -363.03789633   99.40609604   10.9591959   266.46067853
 -321.86333007 -399.28000448]",627.9877896539631
2395,"('yr', 'holiday', 'workingday', 'atemp', 'leaflets', 'weekday_1', 'weekday_4', 'weekday_5', 'weekday_6', 'season_2', 'season_3', 'season_4', 'weathersit_1', 'weathersit_3')","[1009.7918624   -75.19472967  121.97744595  954.379148     12.05079859
  -53.87043958   20.00411672   44.51923489   94.20099543  426.37944715
  339.01774954  622.46860632  320.7106893  -312.50481605]",627.9888027014935
2396,"('yr', 'holiday', 'atemp', 'leaflets', 'price reduction', 'weekday_0', 'weekday_1', 'weekday_5', 'weekday_6', 'season_1', 'season_2', 'season_4', 'weathersit_1', 'weathersit_2')","[1010.67054594 -117.0251299   951.91840273    8.54268194   50.63490966
  -98.30782173  -60.7515315    40.62416592   -1.98919102 -359.12717428
   77.53597423  280.86550021 1232.77528021  895.70436083]",627.9889285972968
2397,"('yr', 'mnth', 'holiday', 'atemp', 'leaflets', 'weekday_0', 'weekday_4', 'weekday_5', 'season_2', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1010.98919142   12.72851693 -134.99725829  952.82033012   11.73971516
  -80.13270485   32.49004563   56.23258306  422.72414123  332.68140035
  611.49148362  217.3967925  -103.36830914 -345.86626573]",627.9893308289818
2398,"('yr', 'mnth', 'workingday', 'atemp', 'weekday_2', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_2', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2')","[ 1.00774571e+03  9.34162372e-01  1.55774325e+02  9.55777167e+02
 -2.02978790e+01  2.59903079e+01  5.23365722e+01  1.28139897e+02
 -3.52803398e+02  8.17029494e+01  1.49268221e+00  2.83414470e+02
  1.21873116e+03  8.81744655e+02]",627.9898307306547
2399,"('yr', 'mnth', 'holiday', 'atemp', 'leaflets', 'price reduction', 'weekday_0', 'weekday_1', 'weekday_3', 'weekday_6', 'season_1', 'season_4', 'weathersit_2', 'weathersit_3')","[1010.96950493  -23.82700599 -118.25832303  914.54819927    9.20480368
   50.39094788 -107.40078922  -67.35297553   11.43602806  -11.28035178
 -437.7199662   238.35518126 -313.27756236 -428.14497723]",627.9904510603387
2400,"('yr', 'mnth', 'workingday', 'atemp', 'weekday_2', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_2', 'season_4', 'weathersit_1', 'weathersit_2')","[ 1.00774515e+03  9.37727452e-01  1.55773784e+02  9.55790603e+02
 -2.02979505e+01  2.59901216e+01  5.23370705e+01  1.28140098e+02
 -3.54336757e+02  8.01894891e+01  2.81940425e+02  1.21872957e+03
  8.81742636e+02]",627.9909687381813
2401,"('yr', 'holiday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_5', 'weekday_6', 'season_2', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2')","[1010.41715831 -119.44449143  955.66299628   12.99981042  -97.88191108
  -60.53212204   38.65197624   -4.28016604  426.09786186  337.53405618
  621.34109431 1228.5607303   892.94990233]",627.9915708771061
2402,"('yr', 'mnth', 'holiday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_2', 'season_3', 'season_4', 'weathersit_1', 'weathersit_3')","[1010.07092077    9.66067361 -120.45705324  950.92400908   12.50166678
  -91.89876823  -53.96886973   19.85632769   44.21219306    2.11730971
 -351.48378166   83.43564341    1.50280755  280.24770775  321.16491472
 -312.94626036]",627.9920786882365
2403,"('yr', 'mnth', 'workingday', 'atemp', 'weekday_2', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2')","[ 1.00772938e+03  5.70790641e-01  1.55778338e+02  9.56011112e+02
 -2.03071038e+01  2.59911229e+01  5.23432490e+01  1.28137038e+02
 -4.35557718e+02 -7.78957621e+01  2.04495511e+02  1.21871816e+03
  8.81760318e+02]",627.9920930926576
2404,"('yr', 'mnth', 'holiday', 'atemp', 'leaflets', 'price reduction', 'weekday_0', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_4', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1011.74297177  -25.32882022 -130.76198129  919.83784637    5.51240606
   51.79237558  -77.43428375   37.73174189   61.89381571   18.75778999
 -432.02350898  243.09026727  216.63347074 -101.63166494 -348.69592127]",627.9920951114294
2405,"('yr', 'workingday', 'atemp', 'price reduction', 'weekday_0', 'weekday_1', 'weekday_6', 'season_1', 'season_4', 'weathersit_2', 'weathersit_3')","[1010.70836381  316.90752492  909.37475849   52.17389427  127.05720341
  -70.71969281  224.55621984 -432.45502115  222.99180433 -314.45400191
 -428.98608088]",627.9927134823748
2406,"('yr', 'mnth', 'holiday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_2', 'season_4', 'weathersit_1', 'weathersit_3')","[1010.07034893    9.66426549 -120.4570829   950.93755843   12.50145683
  -91.89818287  -53.96864954   19.85625465   44.21280749    2.11802647
 -353.02749921   81.91191481  278.76367166  321.16538159 -312.94555338]",627.9929779458681
2407,"('yr', 'mnth', 'workingday', 'atemp', 'windspeed', 'leaflets', 'price reduction', 'weekday_1', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_2', 'season_4', 'weathersit_2', 'weathersit_3')","[1006.66438465  -21.17277007  165.01582806  905.00929586 -177.28173356
    3.47416612   59.86578856  -74.1169446     9.52758012   38.69871186
  122.65541132 -374.29529421   88.29424551  255.63884721 -321.8665701
 -399.27633007]",627.993222658644
2408,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'price reduction', 'weekday_0', 'weekday_1', 'weekday_4', 'weekday_5', 'season_1', 'season_2', 'season_3', 'weathersit_1', 'weathersit_2')","[1010.05754116   12.12814878 -120.56552491   -6.53259381  951.01538433
   51.3046093   -96.31863106  -53.5743583    20.39967065   47.64122701
 -639.00571438 -199.68863571 -274.49880955 1230.57589027  893.09120628]",627.9942461168775
2409,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'leaflets', 'weekday_1', 'weekday_5', 'weekday_6', 'season_1', 'season_2', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2')","[ 1.01071005e+03  9.22588195e+00 -7.17058934e+01  1.30237387e+02
  9.52237514e+02  1.34407793e+01 -6.05001224e+01  3.84345941e+01
  9.36947877e+01 -3.50897715e+02  8.37588759e+01  7.67314657e-01
  2.80040911e+02  1.23014803e+03  8.94107782e+02]",627.9943923696694
2410,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'leaflets', 'weekday_1', 'weekday_5', 'weekday_6', 'season_1', 'season_2', 'season_4', 'weathersit_1', 'weathersit_2')","[1010.70976197    9.22771597  -71.70606209  130.23697368  952.24443067
   13.44067079  -60.49999744   38.4349196    93.69485448 -351.68591864
   82.98087798  279.28318044 1230.14721138  894.10673835]",627.9950152724898
2411,"('yr', 'holiday', 'workingday', 'atemp', 'leaflets', 'weekday_1', 'weekday_4', 'weekday_5', 'weekday_6', 'season_2', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1009.79228478  -75.19275398  121.98859705  954.3743244    12.05377538
  -53.86459981   20.00854039   44.52854663   94.20842259  426.3792219
  339.00275215  622.46121677  216.88339421 -102.39863925 -347.18546277]",627.9964543697422
2412,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'price reduction', 'weekday_0', 'weekday_1', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_2', 'season_3', 'weathersit_1', 'weathersit_2')","[1010.05522126   12.13049232 -100.5427904    47.76567892  951.03713837
   51.31190142  -55.56109708  -53.50531833   20.46051349   47.70058784
   41.19628102 -638.99610453 -199.68934603 -274.50906348 1230.57064838
  893.08391924]",627.9968688793738
2413,"('yr', 'mnth', 'holiday', 'atemp', 'price reduction', 'weekday_0', 'weekday_4', 'weekday_5', 'season_1', 'season_4', 'weathersit_1', 'weathersit_3')","[1011.45835872  -25.05377819 -133.08327486  918.58552747   51.5604895
  -82.40222398   32.94415865   57.31093849 -432.21318507  242.73150187
  320.09293879 -314.89005301]",627.9996566114063
2414,"('yr', 'mnth', 'holiday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_2', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1010.0715664     9.680261   -120.45983363  950.91801945   12.50515231
  -91.90712724  -53.96294436   19.86059372   44.22121863    2.1162873
 -351.47072909   83.44558263    1.49089884  280.23580818  217.1909128
 -102.54420917 -347.67662052]",628.0004431745677
2415,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'leaflets', 'weekday_1', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_3', 'season_4', 'weathersit_1', 'weathersit_3')","[1010.0615317     9.29765932  -75.43298376  122.13928674  951.16223528
   12.47703753  -53.90103161   19.89587474   44.25520806   94.1460955
 -435.97926702  -79.56809422  199.6544832   321.12438869 -312.94299214]",628.000467756394
2416,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_2', 'season_3', 'weathersit_1', 'weathersit_2')","[1010.44425051   11.33508213  -96.39738251   99.01282999  953.80435416
   38.37617522   62.54911037   94.06224738 -637.58355747 -202.06334875
 -278.17688053 1220.91324705  884.55421501]",628.0005553756089
2417,"('yr', 'mnth', 'holiday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_2', 'season_4', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1010.0709991     9.68382448 -120.45986306  950.93146141   12.50494404
  -91.90654654  -53.96272589   19.86052128   44.22182822    2.11699838
 -353.00221367   81.9339286   278.76353204  217.19104095 -102.54453958
 -347.67603105]",628.001335333135
2418,"('yr', 'workingday', 'atemp', 'leaflets', 'weekday_2', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_4', 'weathersit_1', 'weathersit_3')","[1009.83109048  159.5478747   913.31128184   13.68559047  -20.18988924
   25.53154794   48.57858871  127.20548319 -430.40703858  224.74504628
  320.18224846 -313.71341696]",628.0022947003305
2419,"('yr', 'workingday', 'atemp', 'leaflets', 'price reduction', 'weekday_1', 'weekday_2', 'weekday_3', 'weekday_5', 'weekday_6', 'season_1', 'season_4', 'weathersit_2', 'weathersit_3')","[1008.88903028  195.74848929  912.85330616    7.87584147   53.09963408
 -103.31610252  -60.54287566  -11.57303705    9.2811827   114.5924207
 -432.86331066  222.45891579 -314.04977538 -423.72685955]",628.0026878435049
2420,"('yr', 'workingday', 'atemp', 'leaflets', 'price reduction', 'weekday_2', 'weekday_3', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_4', 'weathersit_1', 'weathersit_2')","[1009.07884357  113.98063551  913.89235386    9.66672803   54.94670309
   15.54709661   65.28922291   60.53476779   85.5247344   130.82083963
 -432.9038681   221.81116559 1237.7336955   902.27305325]",628.0028366264825
2421,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'leaflets', 'price reduction', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_4', 'weathersit_1', 'weathersit_3')","[1011.74940949  -25.33084336  -92.80675449  102.9179835   919.84958297
    5.51304329   51.77731314   37.74149663   61.89667124   96.29183571
 -432.01972029  243.09734619  319.67252069 -314.26727806]",628.0033132655515
2422,"('yr', 'workingday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_3', 'weekday_6', 'season_1', 'season_4', 'weathersit_1', 'weathersit_3')","[1011.24249983  321.88240991  908.73539788   14.46593244  135.0813829
  -66.75286881   13.61428575  229.47190623 -432.81014114  223.30668343
  317.79341451 -322.1057978 ]",628.0078411617842
2423,"('yr', 'mnth', 'workingday', 'atemp', 'leaflets', 'weekday_5', 'weekday_6', 'season_1', 'season_2', 'season_3', 'weathersit_1', 'weathersit_2')","[1009.63759054    5.60644317  157.35658029  952.69585613   15.55807834
   49.82226497  127.13852099 -646.23264063 -203.89740939 -279.53460717
 1224.03980123  886.01555475]",628.0088200970968
2424,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'leaflets', 'weekday_1', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1010.06217597    9.31719966  -75.43167219  122.15038596  951.1562757
   12.48051939  -53.89509865   19.90014597   44.26423841   94.15343843
 -435.97628039  -79.58965676  199.63298701  217.16931967 -102.52553182
 -347.667026  ]",628.0088318142732
2425,"('yr', 'holiday', 'workingday', 'atemp', 'leaflets', 'price reduction', 'weekday_1', 'weekday_5', 'weekday_6', 'season_1', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2')","[1010.66799875  -68.86631776  130.67213362  952.09555801    8.53049992
   50.62655795  -60.69216907   40.64904731   96.45327805 -437.59685383
  -75.41066637  205.73478782 1232.77262205  895.72685788]",628.008855667811
