,features,coefs,mae
9134,"('yr', 'holiday', 'workingday', 'atemp', 'leaflets', 'price reduction', 'weekday_0', 'weekday_1', 'weekday_6', 'season_1', 'season_2', 'season_4', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1010.23867353  -95.88186243   59.23319107  946.46520145    9.96143097
   49.38249155  -64.40722775  -70.69511904   32.51458598 -365.00136495
   74.86582933  277.61632482  218.25990669 -101.99667394 -352.48558883]",630.3066238910593
9135,"('yr', 'mnth', 'workingday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_2', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_4', 'weathersit_2', 'weathersit_3')","[1009.73643062  -27.86436467  319.70646878  920.73876137   10.31123693
  120.3988864   -80.35800133  -51.902287     -5.58498158   17.74551879
  214.92507136 -433.8376547   242.9828757  -310.93872814 -422.21370011]",630.3068042599753
9136,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'weekday_0', 'weekday_1', 'weekday_4', 'weekday_6', 'season_1', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1008.98071489    9.76079532  -99.38421019   59.20412475  948.0903327
  -62.45215935  -68.48294162    5.04607781   32.32256546 -436.98619756
  -78.17173463  197.77019365  217.70024088 -101.55212966 -352.12048446]",630.3068604259157
9137,"('yr', 'holiday', 'atemp', 'weekday_0', 'weekday_1', 'season_2', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2')","[1009.22167752 -119.98785989  954.2552407  -104.86077227  -67.24560167
  426.1956841   338.62744407  619.90616979 1238.75851202  903.79574939]",630.3073117283501
9138,"('yr', 'holiday', 'workingday', 'atemp', 'leaflets', 'weekday_0', 'weekday_2', 'weekday_4', 'weekday_5', 'weekday_6', 'season_2', 'season_3', 'season_4', 'weathersit_2', 'weathersit_3')","[1010.38384097 -118.05489438   43.64096283  956.6995514    10.22346133
  -47.24077117  -14.14502843   32.6369332    56.61630777   46.95955882
  422.97325924  336.40273658  621.15919606 -315.69788896 -417.21909837]",630.3086706817381
9139,"('yr', 'holiday', 'atemp', 'price reduction', 'weekday_0', 'weekday_1', 'weekday_5', 'season_1', 'season_2', 'season_4', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1009.37805313 -117.66796769  951.41647164   51.63744284  -98.53301546
  -60.41997864   40.62824235 -359.78783132   76.65535126  280.77424194
  218.08849031 -102.67154226 -349.9861708 ]",630.3086974729381
9140,"('yr', 'holiday', 'workingday', 'atemp', 'price reduction', 'weekday_1', 'weekday_2', 'weekday_3', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_4', 'weathersit_1', 'weathersit_2')","[1010.40946161  -81.75051193  102.05411874  915.47874244   51.42267049
  -36.5945809    -8.79791485   41.04934974   37.87633205   62.13358757
   95.95319677 -428.1821962   224.00260877 1240.57494736  906.93586768]",630.3091072375425
9141,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_2', 'weekday_3', 'weekday_4', 'weekday_5', 'season_1', 'season_4', 'weathersit_1', 'weathersit_3')","[1009.78954129  -27.59879678 -115.84406333   13.28679978  920.65330456
   10.18787901  -93.2986074   -63.44562748  -35.90446203   15.91891702
   10.84425034   33.55925396 -433.67863149  242.92142126  316.12189153
 -316.78093033]",630.3092731676171
9142,"('yr', 'workingday', 'atemp', 'leaflets', 'price reduction', 'weekday_1', 'weekday_3', 'weekday_5', 'weekday_6', 'season_1', 'season_2', 'season_4', 'weathersit_2', 'weathersit_3')","[1007.98535477  161.55184563  949.92170977   10.36071862   53.10849295
  -79.17316554   16.35265477   38.1878987   119.57775157 -364.19909345
   77.4174108   278.6317187  -317.36386508 -423.16656159]",630.3095606366566
9143,"('yr', 'workingday', 'atemp', 'windspeed', 'leaflets', 'price reduction', 'weekday_1', 'weekday_4', 'weekday_6', 'season_1', 'season_2', 'season_3', 'weathersit_2', 'weathersit_3')","[1007.23919739  178.98839178  899.73170288 -175.80180701    5.76090887
   58.59909065  -84.95819642   -2.88470688  120.72461643 -622.33722121
 -155.62303753 -243.84032842 -322.27455959 -403.51302335]",630.3096794917165
9144,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_2', 'weekday_3', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_4', 'weathersit_1', 'weathersit_3')","[1009.78640724  -27.60034031 -102.36972537   49.8115481   920.66368562
   10.18173711  -54.92962243  -52.39375409  -24.96684551   27.02047226
   22.05171355   44.38603417   38.7503135  -433.67402732  242.92373473
  316.12351021 -316.78552927]",630.3098481363306
9145,"('yr', 'mnth', 'holiday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_2', 'weekday_3', 'weekday_4', 'weekday_6', 'season_1', 'season_4', 'weathersit_2', 'weathersit_3')","[1009.80564229  -27.61252372 -120.74028893  920.67609873   10.21247717
 -136.73187335  -97.11076431  -69.24364741  -17.91123318  -23.29946393
  -43.4770031  -433.67724007  242.89872607 -310.96176874 -422.30944974]",630.3100863056771
9146,"('yr', 'holiday', 'workingday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_3', 'weekday_4', 'season_1', 'season_2', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2')","[1010.45072294 -116.14425422    9.86257421  948.51205527   14.81978857
  -93.42613529  -63.22957117   15.92639017   10.86590114 -356.35583808
   82.1683688     4.65029152  283.48441716 1239.1311533   904.38948039]",630.3101515088998
9147,"('yr', 'mnth', 'holiday', 'atemp', 'price reduction', 'weekday_0', 'weekday_4', 'weekday_5', 'season_1', 'season_2', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1010.6173056    10.8321988  -133.20366562  949.4918933    50.30306563
  -81.28044636   31.59176746   57.8803707  -350.96298559   81.66466445
    3.29234257  279.7262029   218.30954631 -103.80117096 -347.32175197]",630.3104945894212
9148,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'leaflets', 'price reduction', 'weekday_0', 'weekday_4', 'weekday_5', 'season_1', 'season_3', 'season_4', 'weathersit_1', 'weathersit_3')","[1010.94322823   10.79753015 -140.74707596  -27.4744016   951.64694775
    6.5870913    50.48251545  -96.32735319   36.85890695   62.93487322
 -433.55188476  -77.39997714  200.50835127  323.13600962 -311.41735508]",630.3105953425119
9149,"('yr', 'workingday', 'atemp', 'weekday_0', 'weekday_1', 'weekday_6', 'season_1', 'season_2', 'season_3', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1008.84819155  319.49850186  947.80856816  131.2323379   -70.86468566
  227.01766462 -651.324546   -207.88403597 -278.19612373  217.44939126
 -101.37657465 -351.8870818 ]",630.3107097452053
9150,"('yr', 'workingday', 'atemp', 'price reduction', 'weekday_0', 'weekday_1', 'weekday_5', 'weekday_6', 'season_2', 'season_3', 'season_4', 'weathersit_2', 'weathersit_3')","[1009.17289399  311.41731966  954.02593987   51.60502853  134.47187558
  -61.7626096    40.10106205  232.78919698  426.73645327  341.22100263
  622.68718755 -316.9639717  -422.47763853]",630.3112111554378
9151,"('yr', 'mnth', 'workingday', 'atemp', 'windspeed', 'leaflets', 'price reduction', 'weekday_1', 'weekday_3', 'weekday_5', 'weekday_6', 'season_2', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1006.32969798  -18.27891284  164.56074265  908.12034485 -176.73446527
    3.4962541    59.65484483  -73.89966835   10.48632096   38.93731312
  122.72759478  452.13841867  353.55914791  609.02524899  216.75657144
 -108.76457832 -328.06535339]",630.3113620511566
9152,"('yr', 'mnth', 'holiday', 'atemp', 'price reduction', 'weekday_0', 'weekday_4', 'weekday_5', 'season_1', 'season_2', 'season_4', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1010.61609278   10.84008334 -133.20379321  949.52138801   50.302233
  -81.27966737   31.59109693   57.88116428 -354.34510145   78.32645212
  276.47493     218.30983441 -103.80189782 -347.32047378]",630.3115175822176
9153,"('yr', 'holiday', 'workingday', 'atemp', 'leaflets', 'weekday_0', 'weekday_2', 'weekday_4', 'weekday_5', 'season_2', 'season_3', 'season_4', 'weathersit_2', 'weathersit_3')","[1010.3879842  -140.90437587  -18.25691731  956.67912932   10.23223744
  -93.70002671  -14.20860867   32.57106894   56.55183663  422.97935728
  336.42054246  621.16594923 -315.69512071 -417.21699499]",630.3121244960673
9154,"('yr', 'holiday', 'atemp', 'price reduction', 'weekday_0', 'weekday_1', 'season_2', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2')","[1009.71300113 -117.4524413   952.59428077   50.40216929 -105.96996729
  -68.27760759  427.52356125  342.23061067  621.25191951 1242.14083057
  905.715384  ]",630.3124870143175
9155,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_2', 'weekday_3', 'weekday_4', 'season_1', 'season_4', 'weathersit_1', 'weathersit_3')","[1009.79197958  -27.57962964  -99.32467773   58.14052301  920.63115292
   10.19898405  -93.39581727  -97.31411607  -69.44901355  -18.12595985
  -23.52820905 -433.68866301  242.89628114  316.11710236 -316.81028837]",630.3125366003637
9156,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'leaflets', 'price reduction', 'weekday_0', 'weekday_1', 'weekday_5', 'season_2', 'season_3', 'season_4', 'weathersit_2', 'weathersit_3')","[1010.08139125   13.41092559 -116.71704986    3.02494427  952.53112195
    8.24501688   50.85747958  -96.54644267  -60.92091755   39.64096871
  425.75697923  335.65774027  611.99716509 -317.59033342 -422.67155847]",630.3127104029038
9157,"('yr', 'holiday', 'workingday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_3', 'weekday_4', 'season_1', 'season_2', 'season_4', 'weathersit_1', 'weathersit_2')","[1010.44885182 -116.14454915    9.86104536  948.55448619   14.81894817
  -93.42658262  -63.23001903   15.92522899   10.86466318 -361.13839159
   77.4493485   278.89647006 1239.12539055  904.38286794]",630.3127365367135
9158,"('yr', 'mnth', 'holiday', 'atemp', 'weekday_0', 'weekday_1', 'weekday_4', 'weekday_6', 'season_1', 'season_3', 'season_4', 'weathersit_1', 'weathersit_3')","[1008.98111617    9.7401004  -121.20342825  948.11148754 -106.77087693
  -68.45525015    5.08815765  -12.22335089 -436.98331621  -78.15767134
  197.79024758  320.6596864  -317.72040075]",630.3130233386507
9159,"('yr', 'mnth', 'workingday', 'atemp', 'leaflets', 'price reduction', 'weekday_0', 'weekday_1', 'weekday_5', 'weekday_6', 'season_2', 'season_3', 'season_4', 'weathersit_1', 'weathersit_3')","[1010.00570683   13.2110965   311.63464755  952.51330308    8.35261711
   50.9802935   134.68120237  -61.84154129   39.50434835  232.61157869
  425.94806798  335.85159054  612.21839208  322.80544517 -314.88099878]",630.3130776942783
9160,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_2', 'weekday_3', 'weekday_4', 'weekday_6', 'season_1', 'season_4', 'weathersit_1', 'weathersit_3')","[1009.79099463  -27.5776827   -91.43481267   79.53762335  920.63251011
   10.19791022  -77.30975162  -97.26152939  -69.40051757  -18.07640427
  -23.47855935   16.25922608 -433.68808908  242.89384871  316.11713324
 -316.81619214]",630.3132196111691
9161,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_2', 'weekday_3', 'weekday_4', 'weekday_5', 'season_1', 'season_4', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1009.79059253  -27.5896628  -115.84488588   13.29215868  920.63849314
   10.19125116  -93.30555422  -63.44216445  -35.90185112   15.91161881
   10.84621293   33.56537217 -433.67545485  242.91218666  215.18494823
  -99.54825158 -350.49718962]",630.3132269592811
9162,"('yr', 'holiday', 'workingday', 'atemp', 'price reduction', 'weekday_1', 'weekday_5', 'weekday_6', 'season_1', 'season_2', 'season_3', 'weathersit_1', 'weathersit_3')","[1009.41204733  -69.18984765  131.56892684  950.33280176   51.55621289
  -60.84263279   40.13666241   97.31019683 -651.98430828 -209.55381571
 -279.24912751  322.1906364  -315.11780872]",630.3135471807643
9163,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_2', 'weekday_3', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_4', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1009.78745848  -27.59120633 -102.37052634   49.81696549  920.64887421
   10.18510924  -54.93650782  -52.39027336  -24.96421709   27.01319182
   22.05369407   44.39216972   38.75037554 -433.67085067  242.91450014
  215.18652804  -99.54828992 -350.50180155]",630.313801930438
9164,"('yr', 'holiday', 'atemp', 'leaflets', 'price reduction', 'weekday_0', 'weekday_1', 'weekday_6', 'season_1', 'season_2', 'season_3', 'season_4', 'weathersit_1', 'weathersit_3')","[1010.24172582 -117.71206426  946.42663573    9.95989077   49.38386578
 -108.76017479  -70.6784825   -12.06615005 -358.22095391   81.5502573
    6.59289165  284.12040627  321.67012293 -317.9405894 ]",630.3139005552396
9165,"('yr', 'holiday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'season_1', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1010.03539769 -119.60258086  949.31193209   14.05184418 -105.15228443
  -67.37995897 -439.39731042  -75.7192266   205.00069975  217.27770492
 -101.33153393 -351.50621124]",630.31392076249
9166,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'leaflets', 'price reduction', 'weekday_0', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_3', 'season_4', 'weathersit_1', 'weathersit_3')","[1010.93782244   10.79859155 -116.09022136   39.33925882  951.67256931
    6.57406964   50.49323178  -46.20165176   36.90651954   62.98228639
   50.66619776 -433.54228218  -77.41188728  200.50755142  323.1377757
 -311.41853305]",630.3142576076197
9167,"('yr', 'workingday', 'atemp', 'price reduction', 'weekday_0', 'weekday_1', 'weekday_3', 'weekday_5', 'weekday_6', 'season_1', 'season_4', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1010.22999194  314.88346323  913.25065808   52.78505196  143.59545537
  -52.86461299   26.48973725   46.46750714  241.23630755 -430.22927761
  224.59620221  217.55054686 -100.48070203 -354.82698812]",630.3147619807683
9168,"('yr', 'holiday', 'atemp', 'price reduction', 'weekday_0', 'weekday_1', 'weekday_2', 'weekday_3', 'weekday_5', 'weekday_6', 'season_1', 'season_4', 'weathersit_1', 'weathersit_2')","[1010.40496141 -119.38501544  915.49522653   51.44099476 -113.61459564
  -73.63716704  -45.45606142    3.84447455   25.8480599   -17.94096125
 -428.18008574  224.00779172 1240.63653683  906.98850355]",630.3157441972271
9169,"('yr', 'holiday', 'atemp', 'leaflets', 'weekday_0', 'weekday_2', 'weekday_4', 'weekday_5', 'weekday_6', 'season_2', 'season_3', 'season_4', 'weathersit_2', 'weathersit_3')","[1010.38438615 -134.12585754  956.71075093   10.22434392  -79.89574483
  -14.09238265   32.69049388   56.66955014   14.14262807  422.97030917
  336.39171451  621.1540691  -315.69292352 -417.21139014]",630.3162571570062
9170,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_2', 'weekday_3', 'weekday_4', 'season_1', 'season_4', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1009.7930312   -27.5704928   -99.32248877   58.15405828  920.61633848
   10.20235798  -93.40278132  -97.31682744  -69.45251792  -18.13946388
  -23.53251263 -433.68548842  242.8870426   215.18717294  -99.54133334
 -350.52420986]",630.3164907121708
9171,"('yr', 'holiday', 'atemp', 'leaflets', 'weekday_0', 'weekday_5', 'season_1', 'season_2', 'season_3', 'weathersit_1', 'weathersit_3')","[1011.18668933 -135.95678837  951.33308313   11.89612657  -86.99930663
   49.62819423 -651.86287682 -211.86332595 -282.69378113  321.71201866
 -312.65489346]",630.3166802949863
9172,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'leaflets', 'weekday_1', 'weekday_2', 'weekday_3', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_4', 'weathersit_2', 'weathersit_3')","[1009.80677989  -27.63226264  -83.17292133  101.815421    920.70964973
   10.19146729  -36.65799073   -9.40405929   42.82066372   38.01943633
   59.81277576   93.65564417 -433.65220166  242.93643164 -310.96651263
 -422.26336834]",630.3167636618367
9173,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_2', 'weekday_3', 'weekday_5', 'season_1', 'season_4', 'weathersit_1', 'weathersit_3')","[1009.7900082   -27.59870435 -110.67987875   27.30053383  920.65857648
   10.18743597  -93.32929841  -74.02846256  -46.38586926    5.28142031
   23.18440668 -433.67566216  242.9242801   316.12225032 -316.78623268]",630.3168306970183
9174,"('yr', 'holiday', 'workingday', 'atemp', 'leaflets', 'price reduction', 'weekday_1', 'weekday_4', 'weekday_6', 'season_2', 'season_3', 'season_4', 'weathersit_2', 'weathersit_3')","[1010.0842818   -65.05164888  143.10833052  949.21552057    9.74672703
   49.22883369  -69.58655262    3.82290982   96.82320994  429.77356394
  346.00104746  624.33152636 -316.38974918 -424.87329376]",630.3169348328819
9175,"('yr', 'holiday', 'atemp', 'leaflets', 'price reduction', 'weekday_0', 'weekday_1', 'weekday_6', 'season_1', 'season_2', 'season_4', 'weathersit_1', 'weathersit_3')","[1010.23904276 -117.71178363  946.48679301    9.95884292   49.38214308
 -108.758292    -70.67822468  -12.06371231 -365.00133818   74.85993711
  277.61585934  321.67136697 -317.93734236]",630.3169506681201
9176,"('yr', 'mnth', 'holiday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_2', 'weekday_3', 'weekday_4', 'weekday_5', 'season_1', 'season_4', 'weathersit_1', 'weathersit_3')","[1009.78833349  -27.60176929 -120.73434899  920.6613749    10.18610203
  -93.36982379  -53.51463986  -26.06714947   25.90354152   20.92374405
   43.29691045 -433.67579204  242.92336761  316.11938684 -316.78174569]",630.3169789005502
9177,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_2', 'weekday_3', 'weekday_4', 'weekday_6', 'season_1', 'season_4', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1009.79204642  -27.56854631  -91.43410215   79.54714907  920.61769556
   10.20128433  -77.31972985  -97.26425058  -69.404031    -18.08991746
  -23.48287219   16.25617939 -433.68491463  242.88461072  215.18813673
  -99.54041327 -350.5298009 ]",630.317173558444
9178,"('yr', 'workingday', 'atemp', 'leaflets', 'price reduction', 'weekday_1', 'weekday_3', 'weekday_5', 'weekday_6', 'season_1', 'season_3', 'season_4', 'weathersit_2', 'weathersit_3')","[1007.9729932   161.56064433  950.08789177   10.34541451   53.11491784
  -79.16510881   16.34878611   38.19114555  119.57944593 -442.55690028
  -75.27532966  203.61579205 -317.35120684 -423.17908639]",630.3175232320984
9179,"('yr', 'mnth', 'holiday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_4', 'season_1', 'season_2', 'season_3', 'weathersit_2', 'weathersit_3')","[1010.23972312   14.04257102 -120.24125796  947.0091115    14.32608986
 -103.34449095  -65.54354729    8.14367375 -639.65635426 -197.39342882
 -273.20902868 -315.42760543 -423.96463164]",630.3179103949102
9180,"('yr', 'workingday', 'atemp', 'windspeed', 'leaflets', 'price reduction', 'weekday_1', 'weekday_4', 'weekday_6', 'season_1', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1007.20331542  179.07051883  900.79890644 -175.38086928    5.81161069
   58.59244582  -84.95510666   -2.9283696   120.75686704 -462.63573828
  -91.55931323  153.9935683   217.53591708 -108.51739114 -331.12386234]",630.3179352392061
9181,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'leaflets', 'price reduction', 'weekday_0', 'weekday_1', 'weekday_5', 'weekday_6', 'season_2', 'season_3', 'season_4', 'weathersit_2', 'weathersit_3')","[1010.07846199   13.41322529  -98.44347863   52.5782994   952.55156897
    8.23528774   50.86559216  -59.36939311  -60.87681607   39.67704694
   37.57799089  425.74784237  335.63938534  611.98854409 -317.59250805
 -422.6743569 ]",630.3186016737111
9182,"('yr', 'holiday', 'workingday', 'atemp', 'weekday_2', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_4', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1011.03880104  -95.91884007  109.56955476  915.22609951  -15.14812847
   33.07946909   54.6691857    93.6728396  -425.0078326   227.16792078
  216.22785616 -101.04101812 -349.22165619]",630.3186994705786
9183,"('yr', 'holiday', 'workingday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_3', 'weekday_4', 'weekday_6', 'season_1', 'season_2', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2')","[1010.44712662  -99.40091235   55.26942163  948.52632442   14.81249051
  -59.34163738  -63.17049279   15.97837835   10.91815031   34.45163613
 -356.35026761   82.16824126    4.64555806  283.48347122 1239.14817241
  904.40690688]",630.3188554256145
9184,"('yr', 'holiday', 'workingday', 'atemp', 'price reduction', 'weekday_1', 'weekday_5', 'weekday_6', 'season_1', 'season_2', 'season_3', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1009.4122509   -69.18696431  131.58213892  950.32813966   51.56055894
  -60.838257     40.14482245   97.31799309 -651.97636405 -209.54645167
 -279.25664185  218.07237033 -102.68573568 -349.89617606]",630.3190149836478
9185,"('yr', 'mnth', 'workingday', 'atemp', 'leaflets', 'price reduction', 'weekday_0', 'weekday_1', 'weekday_5', 'weekday_6', 'season_2', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1010.00637906   13.23084544  311.64139726  952.50708346    8.35584714
   50.98454918  134.67637879  -61.83708981   39.51213898  232.61438526
  425.94545106  335.82744719  612.19406534  218.35444823 -103.01478225
 -349.771107  ]",630.3191468399451
9186,"('yr', 'holiday', 'workingday', 'atemp', 'weekday_0', 'weekday_1', 'season_1', 'season_2', 'season_3', 'weathersit_2', 'weathersit_3')","[1008.93207037 -113.96903341   18.30212208  947.82151982  -94.45851113
  -69.97719834 -651.29917774 -208.00282443 -278.22551407 -315.0572187
 -424.48750995]",630.320764069024
9187,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_2', 'weekday_3', 'weekday_5', 'season_1', 'season_4', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1009.79105952  -27.58957042 -110.67976669   27.30842888  920.64376611
   10.19080801  -93.33625073  -74.02691481  -46.38515527    5.272197
   23.18864723 -433.672485    242.91504608  215.18598627  -99.54758174
 -350.50226606]",630.3207858298236
9188,"('yr', 'mnth', 'holiday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_2', 'weekday_3', 'weekday_4', 'weekday_5', 'season_1', 'season_4', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1009.78938423  -27.59263663 -120.73714388  920.64656692   10.18947342
  -93.37679924  -53.5071715   -26.060571     25.9002704    20.92977187
   43.30695597 -433.6726143   242.91413392  215.18377672  -99.54693575
 -350.49755965]",630.3209357478318
9189,"('yr', 'holiday', 'workingday', 'atemp', 'weekday_0', 'weekday_1', 'season_2', 'season_3', 'season_4', 'weathersit_2', 'weathersit_3')","[1008.7589664  -114.07089426   18.15845018  951.47665047  -94.4661193
  -69.91118619  427.48677725  341.53435099  622.03829834 -315.06794227
 -424.38081036]",630.3213003066254
9190,"('yr', 'holiday', 'workingday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_3', 'weekday_4', 'weekday_6', 'season_1', 'season_2', 'season_4', 'weathersit_1', 'weathersit_2')","[1010.44525734  -99.400887     55.2687621   948.56871242   14.81165083
  -59.34143286  -63.17093906   15.97721935   10.91691461   34.45229453
 -361.12795282   77.45402448  278.90019419 1239.14241585  904.4003015 ]",630.3214379884552
9191,"('yr', 'mnth', 'workingday', 'atemp', 'leaflets', 'price reduction', 'weekday_1', 'weekday_3', 'weekday_4', 'weekday_5', 'weekday_6', 'season_2', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2')","[1008.1188627     6.83369519  150.77896633  953.92905577   10.40131589
   52.75727452  -71.08974518   24.77966219   19.29611705   47.7826616
  120.67138189  429.77766939  340.26377304  616.89064924 1232.15473585
  894.65115752]",630.3220186413668
9192,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'leaflets', 'price reduction', 'weekday_0', 'weekday_4', 'weekday_5', 'season_1', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1010.94379927   10.81733066 -140.74700199  -27.47083194  951.64066715
    6.59036653   50.48679098  -96.33501304   36.86123734   62.94230193
 -433.54923792  -77.42168069  200.48638281  217.97010715 -103.71977948
 -346.54619234]",630.3225977725992
9193,"('yr', 'workingday', 'atemp', 'windspeed', 'leaflets', 'price reduction', 'weekday_1', 'weekday_6', 'season_1', 'season_4', 'weathersit_2', 'weathersit_3')","[1008.93229386  181.22368636  854.73926391 -169.67093779    5.71301529
   60.63662695  -83.85444457  120.11792106 -452.90224943  178.09435527
 -319.65014243 -408.34346947]",630.3227400687715
9194,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_2', 'weekday_3', 'weekday_5', 'weekday_6', 'season_1', 'season_4', 'weathersit_1', 'weathersit_3')","[1009.78809589  -27.59974868  -97.1127148    64.0882584   920.66999302
   10.18267609  -65.67981484  -73.94582467  -46.31003378    5.35914629
   23.25973207   27.94738038 -433.67012829  242.92807952  316.12368517
 -316.79350173]",630.3228785527245
9195,"('yr', 'mnth', 'holiday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_2', 'weekday_3', 'weekday_5', 'weekday_6', 'season_1', 'season_4', 'weathersit_2', 'weathersit_3')","[1009.80199545  -27.64252542 -120.71979566  920.72916866   10.19047141
 -113.5658492   -73.83637923  -46.19725266    5.47973251   23.3936977
  -20.19516812 -433.65095458  242.94859691 -310.97316734 -422.28362182]",630.3228919963104
9196,"('yr', 'holiday', 'workingday', 'atemp', 'weekday_0', 'weekday_1', 'weekday_6', 'season_1', 'season_2', 'season_3', 'weathersit_2', 'weathersit_3')","[1008.93023719  -98.59324911   59.99782446  947.83542329  -63.18393591
  -69.94747516   31.61127139 -651.29461996 -208.0034495  -278.23238209
 -315.05841465 -424.49154527]",630.3230066722886
9197,"('yr', 'workingday', 'atemp', 'weekday_1', 'weekday_3', 'weekday_4', 'weekday_6', 'season_2', 'season_3', 'season_4', 'weathersit_1', 'weathersit_3')","[1006.67177189  176.16740938  951.19948433  -89.97447462    5.75335496
   -1.56721228  116.65745418  430.91292683  343.73082964  622.82484777
  320.90479123 -317.33710129]",630.3233516692109
9198,"('yr', 'workingday', 'atemp', 'price reduction', 'weekday_1', 'weekday_3', 'weekday_6', 'season_1', 'season_2', 'season_3', 'weathersit_1', 'weathersit_3')","[1007.46475634  175.67025435  945.93722516   53.00526497  -89.70073603
    4.4957876   118.29695374 -653.49487015 -205.55787885 -274.57433804
  322.346705   -318.04003332]",630.3234759654621
9199,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'leaflets', 'price reduction', 'weekday_0', 'weekday_4', 'weekday_5', 'season_1', 'season_2', 'season_3', 'season_4', 'weathersit_1', 'weathersit_3')","[1010.96176706   11.16427763 -140.74540753  -27.47657153  951.41036641
    6.61290262   50.48089358  -96.32957204   36.85428388   62.9236741
 -350.44809795   82.05035992    2.32542283  279.76171614  323.1649402
 -311.4108921 ]",630.3236648871316
